Index,Car Name,Color,Model Year,Mileage (kmpl),Fuel Type,Transmission,Engine CC,Number of Seats,Current Price (lakhs)
4828,Kia Seltos,Brown,2020,22,Diesel,Automatic,1995,5,14.2
4829,Toyota Innova,Yellow,2016,18,Petrol,Automatic,800,5,9.0
4830,Honda City,Grey,2020,22,Diesel,Automatic,1200,7,51.7
4831,BMW X1,Brown,2020,15,Diesel,Manual,1995,5,32.5
4832,Toyota Innova,Silver,2015,13,Petrol,Manual,1995,5,46.5
4833,BMW X1,White,2022,13,Diesel,Manual,2400,7,35.8
4834,Maruti Alto,Black,2015,20,Diesel,Automatic,2179,5,44.6
4835,Audi Q5,Brown,2018,19,Diesel,Manual,1200,7,15.9
4836,BMW X1,Black,2018,22,Diesel,Automatic,1500,5,13.2
4837,BMW X1,Orange,2021,23,Diesel,Manual,1400,7,10.9
4838,Honda City,Yellow,2019,20,Petrol,Automatic,1498,5,25.3
4839,Audi Q5,Silver,2017,24,Diesel,Automatic,1995,7,12.4
4840,Maruti Alto,Yellow,2019,23,Diesel,Manual,800,5,22.0
4841,Toyota Innova,Blue,2015,18,Diesel,Automatic,800,5,14.0
4842,BMW X1,Red,2018,11,Petrol,Manual,2400,5,40.2
4843,Tata Nexon,Red,2021,15,Diesel,Manual,1995,5,4.8
4844,Kia Seltos,Brown,2019,15,Petrol,Automatic,1200,7,11.6
4845,BMW X1,Yellow,2018,16,Petrol,Manual,2179,5,50.7
4846,Kia Seltos,Red,2019,11,Petrol,Automatic,1984,5,39.3
4847,Toyota Innova,Red,2022,20,Diesel,Automatic,1995,7,25.9
4848,Mahindra XUV500,Silver,2020,20,Petrol,Automatic,2400,5,43.4
4849,Mahindra XUV500,Grey,2016,15,Petrol,Automatic,1498,7,47.6
4850,Mahindra XUV500,Black,2022,15,Diesel,Automatic,1984,7,32.6
4851,Kia Seltos,Orange,2021,18,Petrol,Manual,1498,7,31.8
4852,Ford EcoSport,Green,2015,12,Diesel,Automatic,1500,5,45.4
4853,Audi Q5,Grey,2018,10,Petrol,Manual,2179,5,4.9
4854,Tata Nexon,Green,2022,23,Petrol,Automatic,1200,7,32.3
4855,Ford EcoSport,Red,2020,13,Diesel,Manual,1995,7,30.2
4856,Maruti Alto,White,2015,16,Diesel,Manual,800,7,39.3
4857,Mahindra XUV500,Green,2022,14,Diesel,Manual,1984,7,36.2
4858,Kia Seltos,Brown,2017,10,Petrol,Manual,1498,5,42.8
4859,Honda City,Yellow,2019,17,Diesel,Manual,800,5,32.7
4860,Ford EcoSport,Yellow,2017,14,Petrol,Automatic,2179,7,9.0
4861,Kia Seltos,Silver,2020,16,Diesel,Automatic,2400,7,31.3
4862,Ford EcoSport,Grey,2015,16,Petrol,Automatic,1995,5,3.9
4863,Kia Seltos,Yellow,2022,19,Diesel,Automatic,1984,5,44.9
4864,Toyota Innova,Brown,2021,17,Petrol,Automatic,800,7,34.9
4865,Maruti Alto,Orange,2016,14,Diesel,Automatic,1500,7,20.7
4866,Hyundai i20,Green,2015,15,Diesel,Automatic,1984,5,12.3
4867,Kia Seltos,White,2021,17,Petrol,Automatic,1984,5,9.5
4868,Ford EcoSport,Orange,2019,13,Diesel,Automatic,1984,7,36.3
4869,Hyundai i20,Brown,2016,21,Petrol,Manual,1984,7,52.3
4870,Ford EcoSport,Yellow,2015,19,Diesel,Automatic,2400,7,6.5
4871,Hyundai i20,Red,2018,10,Petrol,Automatic,2400,5,52.9
4872,Maruti Alto,White,2022,22,Diesel,Automatic,2400,5,31.1
4873,Honda City,Black,2017,13,Diesel,Manual,1995,5,28.5
4874,Tata Nexon,Blue,2019,21,Petrol,Automatic,2179,7,46.1
4875,Maruti Alto,Grey,2015,14,Diesel,Automatic,800,7,12.9
4876,Hyundai i20,Blue,2022,17,Diesel,Automatic,1200,5,25.0
4877,Toyota Innova,Green,2022,17,Diesel,Manual,2179,7,26.3
4878,BMW X1,Silver,2017,15,Diesel,Manual,1200,7,39.3
4879,Maruti Alto,White,2016,12,Petrol,Automatic,1200,7,31.0
4880,Audi Q5,Orange,2018,14,Petrol,Automatic,1995,7,29.9
4881,Honda City,Yellow,2018,18,Petrol,Manual,1500,5,41.2
4882,Audi Q5,White,2017,11,Diesel,Manual,2400,7,14.9
4883,BMW X1,White,2021,10,Diesel,Automatic,1984,5,44.8
4884,BMW X1,Black,2018,18,Diesel,Automatic,1995,5,21.0
4885,Toyota Innova,Blue,2020,13,Diesel,Automatic,800,7,32.4
4886,BMW X1,Grey,2019,12,Petrol,Manual,1984,5,40.1
4887,Audi Q5,Grey,2019,10,Diesel,Automatic,2400,5,23.3
4888,Ford EcoSport,Yellow,2019,19,Diesel,Manual,1498,5,53.4
4889,Tata Nexon,White,2020,18,Diesel,Automatic,2400,5,24.0
4890,Kia Seltos,Brown,2018,18,Diesel,Manual,1984,5,37.8
4891,Maruti Alto,Green,2018,22,Diesel,Automatic,1984,5,21.1
4892,Audi Q5,Green,2021,17,Diesel,Manual,1200,7,8.6
4893,Kia Seltos,Yellow,2018,23,Diesel,Automatic,2400,5,49.0
4894,Maruti Alto,Green,2016,12,Petrol,Automatic,1995,7,42.3
4895,Maruti Alto,Black,2021,13,Petrol,Manual,1200,5,19.9
4896,Toyota Innova,Red,2019,15,Petrol,Manual,1500,7,47.5
4897,Tata Nexon,Silver,2022,10,Diesel,Automatic,2179,5,30.5
4898,Tata Nexon,Brown,2019,20,Petrol,Automatic,2179,7,37.6
4899,Audi Q5,Blue,2022,20,Diesel,Automatic,1498,5,31.1
4900,Honda City,Silver,2015,21,Diesel,Manual,1400,7,14.2
4901,Audi Q5,Green,2019,16,Petrol,Automatic,1995,5,45.2
4902,Kia Seltos,Brown,2021,21,Petrol,Manual,1498,7,20.3
4903,Tata Nexon,Brown,2021,13,Petrol,Manual,1400,7,26.2
4904,Audi Q5,Black,2022,13,Petrol,Automatic,1200,5,14.4
4905,Maruti Alto,Grey,2015,10,Petrol,Automatic,2179,5,30.8
4906,Honda City,Brown,2019,24,Diesel,Manual,1200,5,41.6
4907,Maruti Alto,Green,2015,18,Petrol,Manual,1500,7,11.7
4908,Mahindra XUV500,Red,2021,24,Petrol,Automatic,1500,7,51.4
4909,BMW X1,Green,2015,12,Diesel,Automatic,1400,7,28.6
4910,Ford EcoSport,Grey,2015,10,Diesel,Manual,2179,7,24.9
4911,Mahindra XUV500,Grey,2016,13,Petrol,Manual,2400,5,25.7
4912,Audi Q5,Red,2022,19,Diesel,Manual,2179,5,29.9
4913,Hyundai i20,Orange,2021,11,Diesel,Automatic,1498,5,31.5
4914,Ford EcoSport,Grey,2015,11,Diesel,Manual,1200,5,54.4
4915,Toyota Innova,Brown,2018,20,Petrol,Automatic,2179,5,32.1
4916,Mahindra XUV500,Orange,2015,14,Petrol,Automatic,1400,5,21.3
4917,Honda City,Red,2016,19,Petrol,Automatic,1400,5,49.0
4918,BMW X1,Silver,2017,17,Diesel,Manual,1400,7,41.8
4919,Hyundai i20,Grey,2015,19,Petrol,Manual,2400,5,29.0
4920,BMW X1,Brown,2016,19,Petrol,Automatic,1400,7,17.2
4921,Honda City,White,2018,20,Petrol,Manual,2179,7,52.1
4922,Ford EcoSport,Grey,2015,22,Diesel,Manual,2179,7,13.7
4923,BMW X1,Brown,2021,23,Petrol,Automatic,800,7,22.6
4924,Tata Nexon,Black,2022,12,Diesel,Manual,1498,5,14.8
4925,BMW X1,Orange,2015,10,Diesel,Automatic,800,5,21.9
4926,Hyundai i20,Brown,2021,14,Diesel,Manual,1200,5,21.1
4927,Hyundai i20,Orange,2017,13,Petrol,Automatic,1200,7,7.5
4928,Maruti Alto,Grey,2018,13,Diesel,Automatic,1200,5,15.7
4929,BMW X1,Red,2017,23,Diesel,Automatic,2179,7,41.6
4930,Audi Q5,Brown,2021,16,Petrol,Automatic,1200,7,42.9
4931,Tata Nexon,Red,2016,10,Diesel,Manual,1400,5,28.0
4932,Honda City,Brown,2016,18,Petrol,Manual,2179,5,6.6
4933,Tata Nexon,Brown,2020,10,Petrol,Manual,1498,7,35.8
4934,Ford EcoSport,Silver,2018,10,Diesel,Manual,1500,5,44.3
4935,Ford EcoSport,Grey,2017,21,Diesel,Manual,1498,5,29.2
4936,Mahindra XUV500,Brown,2022,12,Diesel,Manual,2179,7,28.1
4937,Audi Q5,Grey,2021,18,Diesel,Manual,1200,7,26.5
4938,Toyota Innova,White,2017,19,Diesel,Automatic,1984,7,18.8
4939,Kia Seltos,Grey,2015,21,Petrol,Automatic,2179,7,34.5
4940,BMW X1,Brown,2020,10,Petrol,Automatic,1995,7,25.0
4941,Mahindra XUV500,Silver,2022,15,Petrol,Manual,1984,7,17.6
4942,Kia Seltos,Silver,2019,17,Petrol,Manual,1984,5,25.8
4943,Tata Nexon,Green,2015,14,Petrol,Automatic,2400,5,18.9
4944,Hyundai i20,Orange,2015,10,Diesel,Manual,1500,5,54.6
4945,Hyundai i20,Yellow,2021,18,Petrol,Automatic,1995,5,54.6
4946,Maruti Alto,Black,2016,16,Diesel,Automatic,2179,7,29.9
4947,Toyota Innova,Blue,2017,16,Diesel,Manual,1984,5,44.1
4948,Kia Seltos,White,2019,19,Diesel,Manual,1200,7,36.1
4949,Hyundai i20,White,2021,16,Diesel,Automatic,1995,7,51.9
4950,Hyundai i20,Orange,2019,24,Diesel,Manual,1400,5,43.1
4951,Hyundai i20,White,2018,14,Diesel,Manual,2179,5,6.2
4952,Hyundai i20,Green,2017,20,Diesel,Automatic,800,7,24.7
4953,Honda City,Silver,2019,16,Petrol,Manual,800,7,20.9
4954,Mahindra XUV500,Grey,2018,13,Petrol,Automatic,2179,7,25.3
4955,Kia Seltos,Yellow,2015,23,Petrol,Manual,2400,5,40.6
4956,Toyota Innova,Green,2019,17,Petrol,Manual,1500,5,5.2
4957,BMW X1,Black,2019,19,Diesel,Manual,800,7,37.2
4958,Hyundai i20,Orange,2020,10,Petrol,Manual,1400,5,46.5
4959,Maruti Alto,Orange,2019,15,Diesel,Automatic,1200,5,38.8
4960,Tata Nexon,Blue,2019,21,Petrol,Automatic,1500,7,47.8
4961,Tata Nexon,Yellow,2016,13,Diesel,Automatic,1995,7,50.6
4962,Audi Q5,Orange,2015,13,Diesel,Manual,1500,5,13.7
4963,Mahindra XUV500,Red,2017,15,Diesel,Automatic,2400,5,27.8
4964,BMW X1,Red,2015,12,Diesel,Manual,1498,5,53.8
4965,Mahindra XUV500,Green,2020,10,Petrol,Manual,1200,7,32.5
4966,Hyundai i20,Silver,2017,24,Petrol,Automatic,800,7,8.9
4967,Ford EcoSport,Orange,2015,22,Petrol,Automatic,1500,7,29.2
4968,Audi Q5,Black,2015,18,Petrol,Manual,2179,5,50.8
4969,Hyundai i20,Orange,2018,18,Petrol,Automatic,800,5,34.5
4970,Mahindra XUV500,Silver,2018,21,Petrol,Automatic,1400,5,35.1
4971,Tata Nexon,Blue,2019,19,Diesel,Manual,1498,7,30.5
4972,Maruti Alto,Black,2015,18,Petrol,Manual,1498,5,4.5
4973,Kia Seltos,Blue,2022,20,Diesel,Manual,1400,7,9.4
4974,Honda City,Red,2019,17,Diesel,Automatic,1984,7,30.4
4975,Toyota Innova,Silver,2019,24,Diesel,Manual,1984,5,17.6
4976,Mahindra XUV500,Black,2016,19,Petrol,Automatic,1995,5,7.3
4977,Hyundai i20,Black,2017,15,Diesel,Manual,1498,5,8.4
4978,Mahindra XUV500,Silver,2020,11,Diesel,Manual,1500,7,50.9
4979,Toyota Innova,White,2022,12,Petrol,Manual,1200,5,24.5
4980,Mahindra XUV500,Yellow,2022,16,Diesel,Manual,2400,5,33.6
4981,Mahindra XUV500,White,2022,19,Petrol,Automatic,2179,7,44.3
4982,Ford EcoSport,Red,2015,19,Petrol,Manual,1995,7,27.2
4983,Kia Seltos,Orange,2019,18,Petrol,Automatic,2179,7,37.3
4984,Kia Seltos,Blue,2016,20,Petrol,Automatic,2179,7,9.9
4985,Hyundai i20,Black,2021,18,Petrol,Automatic,1400,7,47.8
4986,Maruti Alto,White,2015,17,Diesel,Manual,1995,5,10.2
4987,Ford EcoSport,Orange,2021,18,Diesel,Automatic,2400,7,21.8
4988,Mahindra XUV500,Blue,2016,20,Diesel,Manual,2179,5,20.6
4989,Maruti Alto,Grey,2019,16,Diesel,Automatic,1984,5,45.0
4990,Kia Seltos,Green,2015,21,Petrol,Automatic,1984,5,10.5
4991,Hyundai i20,Brown,2020,14,Diesel,Automatic,1984,5,15.9
4992,Kia Seltos,Grey,2019,22,Diesel,Automatic,1984,5,45.0
4993,Tata Nexon,Black,2021,22,Diesel,Automatic,1995,5,41.8
4994,Hyundai i20,White,2015,13,Diesel,Automatic,1400,7,39.1
4995,Hyundai i20,Brown,2018,19,Diesel,Automatic,1498,7,8.8
4996,Toyota Innova,Grey,2016,15,Diesel,Manual,2400,7,16.1
4997,Audi Q5,White,2022,22,Diesel,Manual,1500,7,12.2
4998,Honda City,Green,2016,22,Petrol,Manual,2179,7,15.4
4999,Ford EcoSport,Silver,2021,11,Diesel,Manual,1500,7,54.6
5000,Ford EcoSport,Yellow,2022,16,Petrol,Manual,1498,5,33.1
5001,Maruti Alto,Red,2021,24,Diesel,Manual,1500,5,21.8
5002,BMW X1,Blue,2015,21,Diesel,Manual,1984,7,24.4
5003,Hyundai i20,Black,2020,15,Diesel,Automatic,1200,7,18.7
5004,Honda City,Red,2020,21,Diesel,Automatic,1500,5,20.0
5005,Tata Nexon,Orange,2015,15,Diesel,Manual,1400,7,10.7
5006,Honda City,Yellow,2017,12,Diesel,Manual,800,7,32.6
5007,Toyota Innova,Silver,2018,13,Petrol,Manual,800,7,41.0
5008,Kia Seltos,White,2021,21,Diesel,Automatic,1498,5,10.6
5009,Ford EcoSport,Green,2021,11,Petrol,Manual,1995,5,22.5
5010,Mahindra XUV500,Orange,2022,12,Petrol,Manual,1995,7,5.4
5011,Mahindra XUV500,Orange,2022,11,Diesel,Automatic,2179,5,30.5
5012,Audi Q5,White,2016,21,Petrol,Manual,1995,7,8.5
5013,Ford EcoSport,White,2016,23,Petrol,Manual,2400,7,35.0
5014,Hyundai i20,Orange,2020,24,Petrol,Automatic,2400,5,40.4
5015,Maruti Alto,Blue,2020,11,Petrol,Manual,1498,7,35.8
5016,BMW X1,Blue,2018,13,Petrol,Manual,1500,7,37.6
5017,Mahindra XUV500,Blue,2021,19,Petrol,Automatic,1995,5,42.4
5018,BMW X1,Yellow,2017,17,Diesel,Automatic,1498,5,36.5
5019,Tata Nexon,Grey,2019,19,Petrol,Manual,1995,7,37.4
5020,Honda City,Orange,2015,23,Diesel,Manual,1200,7,53.8
5021,BMW X1,Silver,2019,22,Petrol,Automatic,2400,7,10.5
5022,Ford EcoSport,Blue,2016,21,Petrol,Automatic,2179,7,53.6
5023,Kia Seltos,Blue,2015,13,Diesel,Automatic,1200,5,20.2
5024,Hyundai i20,Orange,2016,10,Petrol,Manual,1200,5,40.3
5025,BMW X1,Blue,2021,18,Petrol,Automatic,1995,7,11.8
5026,Maruti Alto,Black,2017,22,Diesel,Automatic,1200,5,22.8
5027,Tata Nexon,Blue,2021,23,Diesel,Manual,1984,5,17.1
5028,Honda City,Red,2018,24,Petrol,Manual,800,5,35.6
5029,Hyundai i20,Orange,2015,23,Diesel,Automatic,1984,5,52.7
5030,Honda City,Orange,2016,10,Petrol,Automatic,1984,5,18.4
5031,Mahindra XUV500,Yellow,2022,13,Diesel,Manual,800,7,21.0
5032,Kia Seltos,White,2017,12,Diesel,Manual,800,5,23.6
5033,BMW X1,Black,2018,23,Diesel,Automatic,800,7,10.5
5034,Kia Seltos,Yellow,2020,16,Diesel,Automatic,1984,7,16.7
5035,Ford EcoSport,Yellow,2019,23,Diesel,Automatic,1995,7,25.4
5036,Toyota Innova,Black,2019,21,Petrol,Manual,800,5,16.4
5037,Ford EcoSport,Yellow,2019,13,Diesel,Manual,2400,5,27.4
5038,Toyota Innova,Grey,2015,13,Petrol,Manual,1498,7,33.2
5039,Maruti Alto,Orange,2015,19,Petrol,Manual,1200,7,31.8
5040,Hyundai i20,Grey,2021,19,Diesel,Automatic,2179,5,5.2
5041,Hyundai i20,Brown,2015,18,Diesel,Manual,1498,7,36.4
5042,Ford EcoSport,Grey,2022,10,Diesel,Automatic,1500,5,39.8
5043,Honda City,Black,2017,17,Petrol,Automatic,1995,7,34.6
5044,Maruti Alto,White,2018,10,Diesel,Manual,1200,5,40.4
5045,BMW X1,Red,2015,11,Diesel,Manual,2400,5,11.1
5046,Toyota Innova,Brown,2021,15,Petrol,Manual,1984,7,46.8
5047,Kia Seltos,Silver,2021,13,Petrol,Manual,2400,5,12.5
5048,Toyota Innova,Silver,2015,24,Diesel,Automatic,1400,5,34.4
5049,Honda City,Yellow,2018,14,Diesel,Manual,1400,7,41.5
5050,Ford EcoSport,Green,2018,20,Petrol,Automatic,1400,5,43.4
5051,Audi Q5,Yellow,2020,20,Diesel,Manual,1498,5,4.4
5052,BMW X1,Silver,2018,19,Petrol,Automatic,2400,7,32.2
5053,Ford EcoSport,Black,2022,24,Petrol,Manual,1200,5,10.3
5054,Honda City,Red,2016,13,Diesel,Manual,1995,5,20.3
5055,Maruti Alto,Black,2020,11,Diesel,Manual,1500,7,13.3
5056,Audi Q5,Blue,2018,23,Diesel,Manual,800,5,54.9
5057,Maruti Alto,Brown,2021,18,Diesel,Automatic,1995,5,48.1
5058,Tata Nexon,Red,2022,12,Petrol,Manual,800,5,35.2
5059,Toyota Innova,Green,2020,10,Diesel,Automatic,1984,7,36.1
5060,Audi Q5,Grey,2020,14,Petrol,Automatic,1500,7,53.3
5061,Audi Q5,Red,2021,20,Diesel,Manual,1498,5,38.8
5062,Kia Seltos,Red,2016,15,Petrol,Automatic,1984,5,13.5
5063,Toyota Innova,Brown,2015,20,Petrol,Manual,1984,7,14.9
5064,Hyundai i20,Yellow,2021,16,Petrol,Automatic,1498,7,21.9
5065,Maruti Alto,Black,2020,20,Petrol,Manual,1400,5,10.3
5066,Honda City,Silver,2020,18,Petrol,Automatic,1995,5,8.4
5067,BMW X1,Brown,2015,24,Diesel,Manual,1498,7,26.2
5068,Honda City,Yellow,2021,23,Diesel,Manual,1995,5,49.4
5069,Toyota Innova,Grey,2021,15,Petrol,Manual,1984,7,5.8
5070,BMW X1,Yellow,2016,18,Diesel,Manual,1500,7,54.1
5071,Toyota Innova,Orange,2022,10,Petrol,Automatic,1498,7,49.8
5072,Mahindra XUV500,Blue,2018,23,Diesel,Manual,1498,5,37.0
5073,Ford EcoSport,Grey,2021,24,Diesel,Automatic,1400,5,26.2
5074,Toyota Innova,Red,2020,11,Petrol,Automatic,1984,7,7.5
5075,Toyota Innova,Grey,2022,11,Petrol,Automatic,1400,7,33.5
5076,BMW X1,Red,2018,13,Diesel,Manual,2400,5,12.0
5077,BMW X1,Red,2021,11,Diesel,Manual,2179,5,22.5
5078,Hyundai i20,Grey,2022,20,Petrol,Automatic,1500,7,23.9
5079,Toyota Innova,Red,2022,19,Petrol,Automatic,1984,5,44.2
5080,BMW X1,Orange,2019,16,Petrol,Automatic,1200,7,32.6
5081,Kia Seltos,Brown,2021,20,Diesel,Manual,1995,5,40.0
5082,Tata Nexon,Blue,2019,12,Diesel,Manual,1200,7,51.7
5083,Maruti Alto,Orange,2020,11,Petrol,Automatic,1200,5,46.1
5084,Honda City,Black,2017,16,Diesel,Automatic,1400,7,36.2
5085,Maruti Alto,Yellow,2020,16,Petrol,Manual,800,7,13.0
5086,Maruti Alto,Orange,2018,10,Petrol,Manual,1500,7,14.5
5087,Ford EcoSport,Yellow,2021,13,Diesel,Automatic,2179,5,40.2
5088,BMW X1,Silver,2017,24,Diesel,Automatic,1498,7,17.3
5089,Kia Seltos,Yellow,2020,18,Diesel,Manual,2400,5,6.0
5090,Honda City,Black,2020,23,Diesel,Manual,1200,7,11.1
5091,Mahindra XUV500,Blue,2018,20,Petrol,Manual,1200,7,28.4
5092,Kia Seltos,Blue,2019,22,Diesel,Automatic,2400,7,14.0
5093,Audi Q5,Red,2019,20,Diesel,Manual,800,5,14.6
5094,Tata Nexon,Silver,2016,21,Diesel,Automatic,1995,7,19.0
5095,Toyota Innova,Yellow,2015,10,Diesel,Automatic,1498,5,23.2
5096,Maruti Alto,Silver,2022,12,Diesel,Automatic,1200,7,4.0
5097,Mahindra XUV500,Black,2018,11,Diesel,Automatic,2179,7,36.5
5098,Toyota Innova,Yellow,2022,19,Petrol,Manual,1500,5,11.5
5099,Audi Q5,Green,2016,17,Petrol,Manual,1498,5,35.4
5100,Kia Seltos,Blue,2019,24,Petrol,Manual,1995,5,25.9
5101,Ford EcoSport,Green,2015,19,Petrol,Automatic,800,5,54.3
5102,Toyota Innova,Yellow,2020,21,Diesel,Manual,1500,5,32.3
5103,BMW X1,Grey,2017,22,Diesel,Automatic,2179,7,36.4
5104,Honda City,Brown,2017,11,Diesel,Automatic,1498,7,30.5
5105,Kia Seltos,Yellow,2022,18,Diesel,Automatic,1984,7,26.9
5106,Hyundai i20,Silver,2020,13,Diesel,Manual,2400,5,16.5
5107,Toyota Innova,Red,2020,20,Diesel,Automatic,1995,5,11.8
5108,Ford EcoSport,Orange,2015,23,Petrol,Manual,1400,5,19.3
5109,BMW X1,White,2017,13,Petrol,Manual,1200,7,21.7
5110,Tata Nexon,Grey,2016,11,Petrol,Automatic,1400,7,48.6
5111,Maruti Alto,Black,2021,12,Diesel,Automatic,1995,7,28.3
5112,Toyota Innova,Silver,2018,20,Petrol,Manual,1984,7,38.8
5113,BMW X1,White,2020,12,Petrol,Automatic,1500,7,18.8
5114,Kia Seltos,Blue,2017,14,Petrol,Automatic,1200,7,36.8
5115,Toyota Innova,White,2021,17,Diesel,Automatic,1984,5,35.0
5116,Maruti Alto,Red,2019,15,Petrol,Automatic,1995,5,54.2
5117,Mahindra XUV500,Silver,2019,15,Petrol,Manual,1984,7,47.2
5118,Mahindra XUV500,Green,2017,13,Diesel,Manual,1400,5,38.3
5119,Toyota Innova,Green,2017,20,Petrol,Automatic,1500,7,34.3
5120,Mahindra XUV500,Blue,2019,22,Petrol,Automatic,1500,7,6.9
5121,Hyundai i20,Red,2018,13,Diesel,Automatic,1400,7,44.5
5122,Audi Q5,Black,2015,14,Petrol,Automatic,1995,5,28.0
5123,Honda City,Silver,2017,11,Petrol,Manual,1498,7,40.6
5124,Toyota Innova,Yellow,2022,17,Diesel,Automatic,2179,7,32.5
5125,Hyundai i20,Black,2016,13,Diesel,Manual,800,7,49.8
5126,Maruti Alto,White,2019,19,Diesel,Automatic,1200,5,21.0
5127,Hyundai i20,Grey,2015,17,Diesel,Manual,1498,7,39.5
5128,Maruti Alto,White,2022,19,Diesel,Manual,1984,5,41.0
5129,Maruti Alto,Green,2020,20,Diesel,Automatic,2179,7,23.6
5130,BMW X1,Yellow,2018,15,Diesel,Automatic,1995,7,30.5
5131,Ford EcoSport,Brown,2020,14,Diesel,Automatic,2400,5,26.6
5132,Tata Nexon,Red,2022,21,Petrol,Automatic,2179,5,30.6
5133,Toyota Innova,Black,2018,12,Diesel,Automatic,2400,5,7.4
5134,Toyota Innova,Yellow,2015,16,Petrol,Manual,1200,7,9.8
5135,Mahindra XUV500,Black,2015,15,Petrol,Manual,1400,7,44.5
5136,Hyundai i20,Green,2017,20,Diesel,Manual,1984,5,20.4
5137,BMW X1,Blue,2015,19,Diesel,Manual,1984,5,40.5
5138,Maruti Alto,Black,2017,17,Diesel,Manual,1400,7,51.6
5139,Tata Nexon,Blue,2016,18,Petrol,Automatic,800,7,6.9
5140,Ford EcoSport,Blue,2020,17,Diesel,Automatic,1200,7,48.3
5141,Tata Nexon,Red,2021,18,Diesel,Manual,1995,7,15.7
5142,Ford EcoSport,Brown,2021,12,Diesel,Manual,1400,7,21.4
5143,BMW X1,Brown,2017,21,Diesel,Manual,1995,7,54.6
5144,Hyundai i20,Red,2016,22,Diesel,Automatic,2400,5,21.9
5145,Ford EcoSport,Green,2018,13,Diesel,Automatic,1400,5,7.6
5146,Ford EcoSport,Orange,2018,23,Petrol,Automatic,1500,7,19.6
5147,BMW X1,White,2022,10,Diesel,Manual,2179,5,19.3
5148,Honda City,Black,2021,14,Petrol,Manual,1500,7,30.6
5149,Maruti Alto,Silver,2021,11,Petrol,Manual,1984,5,4.3
5150,Kia Seltos,Green,2022,12,Petrol,Manual,2179,5,52.8
5151,Tata Nexon,Black,2017,23,Diesel,Automatic,1400,5,5.7
5152,Hyundai i20,Yellow,2019,19,Diesel,Automatic,2400,5,4.1
5153,Tata Nexon,Grey,2017,14,Diesel,Automatic,2179,7,19.4
5154,Maruti Alto,Green,2017,14,Petrol,Manual,1400,5,16.3
5155,Mahindra XUV500,Yellow,2022,15,Diesel,Manual,800,7,50.4
5156,Maruti Alto,Black,2016,13,Petrol,Automatic,2179,5,54.3
5157,Ford EcoSport,White,2017,19,Petrol,Automatic,800,7,12.1
5158,Audi Q5,Brown,2018,15,Petrol,Automatic,1984,5,48.4
5159,Audi Q5,Orange,2021,16,Petrol,Automatic,2179,5,28.6
5160,Tata Nexon,Grey,2016,16,Petrol,Manual,2179,5,54.3
5161,Ford EcoSport,Blue,2019,19,Petrol,Manual,1984,5,30.4
5162,Kia Seltos,Red,2015,24,Petrol,Automatic,1995,5,27.7
5163,Honda City,Brown,2021,16,Diesel,Manual,1400,7,40.7
5164,Tata Nexon,Grey,2021,20,Petrol,Automatic,2400,5,37.3
5165,Hyundai i20,Green,2016,18,Diesel,Manual,2400,7,55.0
5166,Kia Seltos,Red,2018,22,Petrol,Manual,1200,5,10.1
5167,Hyundai i20,White,2018,20,Diesel,Automatic,1200,5,13.6
5168,Honda City,Brown,2019,20,Diesel,Manual,1995,5,35.6
5169,Mahindra XUV500,Yellow,2020,16,Diesel,Automatic,2400,7,10.2
5170,Hyundai i20,Grey,2021,14,Diesel,Automatic,1400,5,29.0
5171,Kia Seltos,Green,2022,10,Petrol,Automatic,1995,7,12.3
5172,Audi Q5,Black,2017,15,Diesel,Manual,1400,5,30.0
5173,Honda City,Blue,2020,20,Diesel,Manual,1200,5,40.1
5174,Hyundai i20,Red,2018,14,Diesel,Automatic,2179,5,17.1
5175,Kia Seltos,Green,2021,23,Petrol,Manual,1984,7,23.6
5176,Maruti Alto,White,2021,20,Diesel,Manual,1995,7,44.5
5177,Kia Seltos,Brown,2015,19,Petrol,Manual,800,5,25.2
5178,Maruti Alto,Brown,2019,10,Petrol,Automatic,1500,7,27.5
5179,Kia Seltos,Silver,2017,10,Petrol,Automatic,1498,5,27.2
5180,Hyundai i20,Red,2022,12,Petrol,Manual,1200,5,38.8
5181,Toyota Innova,Green,2019,10,Diesel,Manual,800,5,53.3
5182,Mahindra XUV500,Black,2015,23,Diesel,Automatic,1498,5,32.9
5183,Tata Nexon,Brown,2020,12,Diesel,Automatic,1984,7,4.4
5184,Ford EcoSport,Red,2015,24,Diesel,Automatic,1500,7,30.3
5185,Maruti Alto,Black,2022,13,Diesel,Automatic,1500,5,54.1
5186,Mahindra XUV500,Red,2022,16,Diesel,Automatic,1500,5,27.0
5187,Mahindra XUV500,Red,2020,17,Diesel,Manual,2400,7,46.1
5188,Tata Nexon,Grey,2018,13,Diesel,Automatic,800,5,32.9
5189,Kia Seltos,Yellow,2020,13,Petrol,Automatic,1400,5,17.1
5190,Tata Nexon,Brown,2017,22,Diesel,Automatic,1984,5,19.4
5191,Maruti Alto,Black,2018,20,Diesel,Manual,1500,7,28.8
5192,Ford EcoSport,Blue,2022,14,Diesel,Manual,1498,7,49.6
5193,Toyota Innova,Orange,2020,14,Petrol,Automatic,1995,7,48.3
5194,Audi Q5,Red,2020,21,Petrol,Manual,800,5,38.2
5195,Hyundai i20,Yellow,2017,16,Diesel,Automatic,1984,7,52.7
